tour,calendar_year,date,event_name,event_id,sg_categories,traditional_stats
euro,2021,2021-08-01,ISPS HANDA World Invitational presented by Modest! Golf Management,2021124,no,no
pga,2021,2021-08-01,Olympic Men's Golf Competition,519,yes,basic
ngl,2021,2021-08-01,Göteborg Open presented by Enkla Elbolaget,9201,no,no
ept,2021,2021-08-01,PDC Championship,9200,no,no
can,2021,2021-07-31,Birck Boilermaker Classic,66,no,no
kft,2021,2021-07-25,Price Cutter Charity Championship presented by Dr Pepper,149,no,no
ept,2021,2021-07-25,Orida Championship,9195,no,no
cha,2021,2021-07-25,Italian Challenge,2021313,no,no
sam,2021,2021-07-25,Bupa Championship presented by Volvo,57,no,no
pga,2021,2021-07-25,3M Open,525,yes,yes
pgt,2021,2021-07-25,Raiffeisen Pro Golf Tour St. Pölten,9196,no,no
euro,2021,2021-07-25,Cazoo Open supported by Gareth Bale,2021123,no,no
ngl,2021,2021-07-25,AUDI Finnish PGA Golf Tour Championship,9197,no,no
can,2021,2021-07-23,Bolingbrook Golf Club Invitational,62,no,no
pga,2021,2021-07-18,Barbasol Championship,518,yes,yes
ept,2021,2021-07-18,THE WRIGHT-MORGAN CHAMPIONSHIP,8192,no,no
alp,2021,2021-07-18,Roma Alps Open,8191,no,no
cha,2021,2021-07-18,Euram Bank Open,2021312,no,no
pga,2021,2021-07-18,The Open Championship,100,no,no
kft,2021,2021-07-18,Memorial Health Championship presented by LRS,148,no,no
ngl,2021,2021-07-11,Live it Katrineholm Open hosted by Robert Karlsson,8183,no,no
euro,2021,2021-07-11,abrdn Scottish Open,2021121,no,no
kft,2021,2021-07-11,TPC Colorado Championship at Heron Lakes,147,no,no
atvt,2021,2021-07-11,JAPAN PLAYERS CHAMPIONSHIP CHALLENGE,8185,no,no
champ,2021,2021-07-11,U.S. Senior Open Championship,512,no,no
cha,2021,2021-07-11,Le Vaudreuil Golf Challenge,2021311,no,no
kor,2021,2021-07-11,Woosung Construction Aramir CC Busan-Gyeongnam Open,8186,no,no
alp,2021,2021-07-11,Alps de Las Castillas,8182,no,no
pga,2021,2021-07-11,John Deere Classic,30,yes,yes
cha,2021,2021-07-04,Kaskáda Golf Challenge,2021310,no,no
jpn,2021,2021-07-04,Japan PGA Championship,8171,no,no
euro,2021,2021-07-04,Dubai Duty Free Irish Open,2021120,no,no
ngl,2021,2021-07-04,Junet Open presented by Alexander Björk,8174,no,no
ept,2021,2021-07-04,GLAL.UK Worcestershire Masters Hosted by The Vale,8177,no,no
champ,2021,2021-07-04,DICK'S Sporting Goods Open,8,no,no
pgt,2021,2021-07-04,Gradi Polish Open by Emeralld 2021,8175,no,no
pga,2021,2021-07-04,Rocket Mortgage Classic,524,yes,yes
can,2021,2021-07-03,Auburn University Club Invitational,61,no,no
sam,2021,2021-06-27,Banco del Pacifico Open,22,no,no
pga,2021,2021-06-27,Travelers Championship,34,yes,yes
cha,2021,2021-06-27,Open de Bretagne,2021309,no,no
ngl,2021,2021-06-27,Halmstad Challenge by Padelpitch,8164,no,no
euro,2021,2021-06-27,BMW International Open,2021119,no,no
champ,2021,2021-06-27,Bridgestone SENIOR PLAYERS Championship,39,no,no
jpn,2021,2021-06-27,Dunlop SRIXON Fukushima Open,8161,no,no
kft,2021,2021-06-27,Live and Work in Maine Open,136,no,no
ept,2021,2021-06-27,The Eagle Orchid Scottish Masters,8165,no,no
atvt,2021,2021-06-27,Daisendori Cup,8162,no,no
kor,2021,2021-06-27,Kolon the 63rd Korea Open,8163,no,no
can,2021,2021-06-26,L&J Golf Championship at Jennings Mill Country Club,65,no,no
chn,2021,2021-06-20,Xian Classic,8148,no,no
ept,2021,2021-06-20,The Cumberwell Park Championship,8150,no,no
kft,2021,2021-06-20,Wichita Open Benefitting KU Wichita Pediatrics,146,no,no
pga,2021,2021-06-20,U.S. Open #2,535,yes,yes
ngl,2021,2021-06-20,Samsø Pro-Am Classic - by Samsø Festival,8154,no,no
sam,2021,2021-06-20,Holcim Colombia Classic presented by Volvo,11,no,no
atvt,2021,2021-06-20,Japan Create Challenge in FukuokaRaizan,8151,no,no
alp,2021,2021-06-20,Memorial Giorgio Bordoni by AON,8149,no,no
cha,2021,2021-06-18,Challenge de España ,2021304,no,no
ept,2021,2021-06-13,The Jessie May World Snooker Golf Champs,8141,no,no
atvt,2021,2021-06-13,Landic Challenge 8,8143,no,no
alp,2021,2021-06-13,Open International de la Mirabelle d'Or,8140,no,no
ngl,2021,2021-06-13,Jyske Bank Championship,8142,no,no
champ,2021,2021-06-13,American Family Insurance Championship,622,no,no
kft,2021,2021-06-13,BMW Charity Pro-Am presented by SYNNEX Corporation,37,no,no
sam,2021,2021-06-13,The Club at Weston Hills Open,56,no,no
euro,2021,2021-06-13,Scandinavian Mixed Hosted by Henrik & Annika,2021117,no,no
chn,2021,2021-06-13,Wuhan Classic,8139,no,no
pga,2021,2021-06-13,Palmetto Championship at Congaree,538,yes,yes
cha,2021,2021-06-13,Challenge de Cadiz,2021307,no,no
kor,2021,2021-06-13,SK telecom OPEN 2021,8137,no,no
euro,2021,2021-06-06,Porsche European Open,2021116,no,no
cha,2021,2021-06-06,D+D REAL Czech Challenge,2021306,no,no
ngl,2021,2021-06-06,Stockholm Trophy presented by Greatdays,8127,no,no
chn,2021,2021-06-06,Lanhai Classic,8126,no,no
afr,2021,2021-06-06,SunBet Challenge hosted by Sun City,8129,no,no
jpn,2021,2021-06-06,JGTC Mori Building Cup Shishido Hills,8123,no,no
bet,2021,2021-06-06,Big Easy Road to # 12 - Modderfontein Golf Club,8130,no,no
pga,2021,2021-06-06,the Memorial Tournament presented by Nationwide,23,yes,yes
champ,2021,2021-06-06,Principal Charity Classic,608,no,no
kft,2021,2021-06-06,REX Hospital Open,48,no,no
pgt,2021,2021-06-06,Dreamland Pyramids Classic 2021,8128,no,no
pga,2021,2021-05-30,Charles Schwab Challenge,21,yes,yes
alp,2021,2021-05-30,Red Sea Little Venice Open,8115,no,no
pgt,2021,2021-05-30,NewGiza Pyramids Challenge 2021,8118,no,no
champ,2021,2021-05-30,KitchenAid Senior PGA Championship,520,no,no
cha,2021,2021-05-30,Irish Challenge,2021305,no,no
ept,2021,2021-05-30,THE IFX CHAMPIONSHIP,8117,no,no
chn,2021,2021-05-30,Zhengzhou Classic,8116,no,no
atvt,2021,2021-05-30,Taiheiyo Club Challenge Tournament,8113,no,no
kft,2021,2021-05-30,Evans Scholars Invitational presented by First Midwest Bank,145,no,no
jpn,2021,2021-05-30,Gate Way To The Open Mizuno Open,8112,no,no
kor,2021,2021-05-30,KB Finance Liiv Championship,8119,no,no
euro,2021,2021-05-30,Made in HimmerLand presented by FREJA,2021115,no,no
bet,2021,2021-05-30,Big Easy Road To #11 Pecanwood,8114,no,no
pga,2021,2021-05-23,PGA Championship,33,yes,yes
kft,2021,2021-05-23,AdventHealth Championship,100,no,no
jpn,2021,2021-05-23,Golf Partner Pro-Am Tournament,8107,no,no
ngl,2021,2021-05-23,TanumStrand Fjällbacka Open,8105,no,no
alp,2021,2021-05-23,Ein Bay Open,8104,no,no
cha,2021,2021-05-22,Dormy Open,2021329,no,no
kft,2021,2021-05-16,Visit Knoxville Open,11,no,no
ngl,2021,2021-05-16,Made in HimmerLand by Enjoy Resorts,8097,no,no
jpn,2021,2021-05-16,Asia Pacific Diamond Cup Golf,8100,no,no
champ,2021,2021-05-16,Mitsubishi Electric Classic,15,no,no
cha,2021,2021-05-16,Range Servant Challenge by Hinton Golf,2021328,no,no
chn,2021,2021-05-16,Nanshan Open,8101,no,no
pga,2021,2021-05-16,AT&T Byron Nelson,19,yes,yes
euro,2021,2021-05-15,Betfred British Masters hosted by Danny Willett,2021113,no,no
kor,2021,2021-05-09,The 40th GS Caltex Maekyung Open,8094,no,no
pga,2021,2021-05-09,Wells Fargo Championship,480,yes,yes
kft,2021,2021-05-09,Simmons Bank Open for the Snedeker Foundation,120,no,no
cha,2021,2021-05-09,Dimension Data Pro-Am,2021300,no,no
ngl,2021,2021-05-09,Lindbytvätten Grand Opening,8090,no,no
champ,2021,2021-05-09,Regions Tradition,558,no,no
euro,2021,2021-05-09,Canary Islands Championship,2021153,no,no
jpn,2021,2021-05-09,JAPAN PLAYERS CHAMPIONSHIP by Sato Shokuhin,8093,no,no
pgt,2021,2021-05-02,Haugschlag NÖ Open by perfect eagle 2021,8082,no,no
cha,2021,2021-05-02,Bain's Whisky Cape Town Open,2021301,no,no
euro,2021,2021-05-02,Tenerife Open,2021109,no,no
kft,2021,2021-05-02,Huntsville Championship,134,no,no
jpn,2021,2021-05-02,The Crowns,8085,no,no
alp,2021,2021-05-02,Antognolla Alps Open,8081,no,no
chn,2021,2021-05-02,Boao Classic,8086,no,no
champ,2021,2021-05-02,Insperity Invitational,615,no,no
kor,2021,2021-05-02,KPGA Gunsan CC Open,8087,no,no
pga,2021,2021-05-02,Valspar Championship,475,yes,yes
kft,2021,2021-04-25,Veritex Bank Championship,137,no,no
chn,2021,2021-04-25,Sanya Classic,8077,no,no
pgt,2021,2021-04-25,Red Sea Ain Sokhna Classic 2021,8073,no,no
cha,2021,2021-04-25,Limpopo Championship,2021302,no,no
jpn,2021,2021-04-25,Kansai Open Golf Championship,8076,no,no
alp,2021,2021-04-25,Abruzzo Alps Open,8071,no,no
ngl,2021,2021-04-25,PGA Catalunya Resort Championship,8072,no,no
euro,2021,2021-04-25,Gran Canaria Lopesan Open,2021110,no,no
bet,2021,2021-04-25,Big Easy Road to # 10 - Wingate Park Country Club,8078,no,no
ngl,2021,2021-04-18,ECCO Spanish Masters,8062,no,no
jpn,2021,2021-04-18,Token Homemate Cup,8066,no,no
kor,2021,2021-04-18,The 16th DB Insurance Promy Open,8068,no,no
pga,2021,2021-04-18,RBC Heritage,12,yes,yes
kft,2021,2021-04-18,MGM Resorts Championship at Paiute,165,no,no
atvt,2021,2021-04-18,i Golf Shaper Challenge in Chikushigaoka,8067,no,no
euro,2021,2021-04-18,Austrian Golf Open,2021152,no,no
pgt,2021,2021-04-18,Red Sea Egyptian Classic 2021,8063,no,no
champ,2021,2021-04-18,Chubb Classic,38,no,no
pga,2021,2021-04-11,The Masters #2,536,yes,yes
bet,2021,2021-04-04,Big Easy Road to # 9 ERPM Golf Club,8059,no,no
pga,2021,2021-04-04,Valero Texas Open,41,yes,yes
kft,2021,2021-04-04,Emerald Coast Classic at Sandestin,164,no,no
alp,2021,2021-04-04,MIRA Live the Soul Open,8058,no,no
pga,2021,2021-03-28,Corales Puntacana Resort & Club Championship #2,534,no,no
kft,2021,2021-03-28,Club Car Championship at The Landings Club,144,no,no
alp,2021,2021-03-28,MIRA Golf Experience Acaya Open,8052,no,no
anz,2021,2021-03-28,Golf Challenge NSW Open Concord Golf Club,8053,no,no
sam,2021,2021-03-28,61 Abierto Mexicano de Golf,14,no,no
afr,2021,2021-03-28,Serengeti Pro-Am Invitational,8051,no,no
bet,2021,2021-03-28,Big Easy Road to #8 Pollak Park Golf Club,8050,no,no
euro,2021,2021-03-26,Kenya Savannah Classic,2021148,no,no
pgti,2021,2021-03-21,Prometheus School presents Delhi-NCR Open 2021,8042,no,no
pga,2021,2021-03-21,The Honda Classic,10,yes,yes
afr,2021,2021-03-21,Gauteng Championship presented by BETWAY,8043,no,no
kft,2021,2021-03-21,Chitimacha Louisiana Open presented by MISTRAS,36,no,no
euro,2021,2021-03-21,Magical Kenya Open,2021106,no,no
pga,2021,2021-03-14,THE PLAYERS Championship,11,yes,yes
euro,2021,2021-03-14,Commercial Bank Qatar Masters,2021105,no,no
afr,2021,2021-03-14,Players Championship hosted at Dainfern Golf Estate,8039,no,no
anz,2021,2021-03-14,2021 Isuzu Queensland Open Pelican Waters Golf Club,8041,no,no
bet,2021,2021-03-07,Big Easy Road To #7 Krugersdrp,8037,no,no
pga,2021,2021-03-07,Arnold Palmer Invitational presented by Mastercard,9,yes,yes
atgt,2021,2021-03-07,Boonchu Ruangkit Championship,8036,no,no
afr,2021,2021-03-07,Kit Kat Group PROAM,8035,no,no
anz,2021,2021-03-07,"TPS Sydney, Hosted by Braith Anasta",8034,no,no
pgti,2021,2021-02-28,Glade One Masters 2021,8032,no,no
pga,2021,2021-02-28,World Golf Championships-Workday Championship at The Concession,473,yes,yes
pga,2021,2021-02-28,Puerto Rico Open,483,no,basic
bet,2021,2021-02-28,Big Easy Road to # 6 - Centurion Country Club,8030,no,no
champ,2021,2021-02-28,Cologuard Classic,37,no,no
kft,2021,2021-02-21,LECOM Suncoast Classic,143,no,no
pga,2021,2021-02-21,The Genesis Invitational,7,yes,yes
pgti,2021,2021-02-21,Gujarat Open Golf Championship 2021 presented by Gujarat Tourism,8028,no,no
anz,2021,2021-02-14,Moonah Links PGA Classic,8025,no,no
pga,2021,2021-02-14,AT&T Pebble Beach Pro-Am,5,partial,partial
euro,2021,2021-02-07,Saudi International powered by SoftBank Investment Advisers,2021103,no,no
pga,2021,2021-02-07,Waste Management Phoenix Open,3,yes,yes
anz,2021,2021-02-07,Victorian PGA Championship Moonah Links Resort,8023,no,no
euro,2021,2021-01-31,Omega Dubai Desert Classic,2021102,no,no
pga,2021,2021-01-31,Farmers Insurance Open,4,partial,partial
bet,2021,2021-01-31,Big Easy Road To #5 Copperleaf,8017,no,no
anz,2021,2021-01-31,"TPS Victoria, Hosted by Geoff Ogilvy",8020,no,no
euro,2021,2021-01-24,Abu Dhabi HSBC Championship,2021101,no,no
pga,2021,2021-01-24,The American Express,2,partial,partial
champ,2021,2021-01-23,Mitsubishi Electric Championship at Hualalai,36,no,no
pga,2021,2021-01-17,Sony Open in Hawaii,6,yes,yes
pga,2021,2021-01-10,Sentry Tournament of Champions,16,yes,yes
pgti,2020,2020-12-20,Tata Steel Tour Championship,8006,no,no
sam,2020,2020-12-20,Puerto Plata Open,9,no,no
sam,2020,2020-12-13,Shell Open,52,no,no
chn,2020,2020-12-13,Volvo China Open,8004,no,no
euro,2020,2020-12-13,"DP World Tour Championship, Dubai",2020098,no,no
pgti,2020,2020-12-06,Jeev Milkha Singh Invitational 2020 presented by TAKE,8001,no,no
euro,2020,2020-12-06,South African Open,2020105,no,no
bet,2020,2020-12-06,Big Easy Road to # 4 - Centurion,8000,no,no
pga,2020,2020-12-06,Mayakoba Golf Classic presented by UNIFIN,457,no,basic
jpn,2020,2020-12-06,Golf Nippon Series JT Cup,7999,no,no
euro,2020,2020-12-05,Golf in Dubai Championship presented by DP World,2020106,no,no
bet,2020,2020-11-29,Big Easy Road To #3 Reading,7995,no,no
euro,2020,2020-11-29,Alfred Dunhill Championship,2020104,no,no
euro,2020,2020-11-22,Joburg Open,2020103,no,no
jpn,2020,2020-11-22,Dunlop Phoenix,7991,no,no
pga,2020,2020-11-22,The RSM Classic,493,partial,partial
cha,2020,2020-11-22,Challenge Tour Grand Final,2020762,no,no
sam,2020,2020-11-20,LOCALiQ Series Championship,51,no,no
pga,2020,2020-11-15,The Masters,14,no,no
jpn,2020,2020-11-15,Mitsui Sumitomo VISA Taiheiyo Masters,7984,no,no
pgti,2020,2020-11-15,Tata Steel PGTI Players Championship 2020 presented by Chandigarh Golf Club,7985,no,no
cha,2020,2020-11-14,Challenge de Cadiz,2020302,no,no
cha,2020,2020-11-08,Andalucía Challenge de España,2020301,no,no
pga,2020,2020-11-08,Vivint Houston Open,20,yes,yes
chn,2020,2020-11-08,Hangzhou International Championship,7979,no,no
pgti,2020,2020-11-08,Tata Steel PGTI Players Championship 2020 presented by Panchkula Golf Club,7981,no,no
champ,2020,2020-11-08,Charles Schwab Cup Championship,539,no,no
afr,2020,2020-11-08,Time Square Casino Challenge,7978,no,no
euro,2020,2020-11-08,Aphrodite Hills Cyprus Showdown,2020101,no,no
kor,2020,2020-11-08,LG Signature Players Championship,7980,no,no
champ,2020,2020-11-01,TimberTech Championship,9,no,no
pga,2020,2020-11-01,Bermuda Championship,528,no,basic
bet,2020,2020-11-01,Big Easy Road to # 2 - State Mines,7972,no,no
alp,2020,2020-11-01,Italy Alps Open,7973,no,no
euro,2020,2020-11-01,Cyprus Open,2020100,no,no
atvt,2020,2020-10-25,Delight Works Challenge,7963,no,no
bet,2020,2020-10-25,Big Easy Road To #1 - Services,7967,no,no
pga,2020,2020-10-25,ZOZO CHAMPIONSHIP @ SHERWOOD,527,yes,yes
kor,2020,2020-10-25,BIZPLAY-Electronic Times OPEN with TAMEUS CC,7968,no,no
afr,2020,2020-10-25,Sun Wild Coast Sun Challenge,7965,no,no
anz,2020,2020-10-25,Tailor-made Building Services NT PGA Championship,7964,no,no
euro,2020,2020-10-25,Italian Open,2020086,no,no
atgt,2020,2020-10-18,Singha Laguna Phuket Open,7959,no,no
pga,2020,2020-10-18,THE CJ CUP @ SHADOW CREEK,521,yes,yes
champ,2020,2020-10-18,Dominion Energy Charity Classic,623,no,no
anz,2020,2020-10-18,Nexus Risk WA Open,7958,no,no
jpn,2020,2020-10-18,Japan Open Golf Championship,7957,no,no
euro,2020,2020-10-18,Scottish Championship,2020102,no,no
pga,2020,2020-10-11,Shriners Hospitals for Children Open,47,yes,yes
kft,2020,2020-10-11,Orange County National Championship presented by Knight 39,142,no,no
ngl,2020,2020-10-11,Lindbytvätten Tour Final by Ekerum Resort,7948,no,no
champ,2020,2020-10-11,SAS Championship,609,no,no
atvt,2020,2020-10-11,Ryo Ishikawa everyone PROJECT,7946,no,no
kor,2020,2020-10-11,Genesis Championship,7949,no,no
euro,2020,2020-10-11,BMW PGA Championship,2020078,no,no
anz,2020,2020-10-11,TX Civil & Logistics WA PGA Championship,7947,no,no
sam,2020,2020-10-09,Classic at The Club at Weston Hills,50,no,no
pgt,2020,2020-10-04,Castanea Resort Championship,7939,no,no
kft,2020,2020-10-04,Savannah Golf Championship,128,no,no
pga,2020,2020-10-04,Sanderson Farms Championship,54,yes,yes
alp,2020,2020-10-04,Alps de Las Castillas,7937,no,no
afr,2020,2020-10-04,Vodacom Championship Reloaded,7936,no,no
ngl,2020,2020-10-04,Race to Himmerland by FREJA,7938,no,no
cha,2020,2020-10-04,Italian Challenge,2020726,no,no
euro,2020,2020-10-04,Aberdeen Standard Investments Scottish Open,2020060,no,no
atvt,2020,2020-10-04,TI Challenge,7935,no,no
sam,2020,2020-10-02,The Challenge at Harbor Hills,49,no,no
afr,2020,2020-09-27,Vodacom Championship Unlocked,7925,no,no
ngl,2020,2020-09-27,Visby Open by Destination Gotland,7927,no,no
alp,2020,2020-09-27,Alps de Andalucia,7926,no,no
kor,2020,2020-09-27,Hyundai Insurance KJ Choi Invitational,7928,no,no
kft,2020,2020-09-27,Wichita Open Supporting Wichita's Youth,23,no,no
euro,2020,2020-09-27,Dubai Duty Free Irish Open,2020046,no,no
pga,2020,2020-09-27,Corales Puntacana Resort & Club Championship,522,no,basic
sam,2020,2020-09-25,Jacksonville Championship,48,no,no
champ,2020,2020-09-20,PURE Insurance Championship,616,no,no
ngl,2020,2020-09-20,Ledreborg Palace Golf Masters,7918,no,no
euro,2020,2020-09-20,Open de Portugal at Royal Óbidos,2020750,no,no
alp,2020,2020-09-20,Toscana Alps Open,7917,no,no
pga,2020,2020-09-20,U.S. Open,26,yes,yes
atvt,2020,2020-09-20,PGM Challenge II,7916,no,no
atgt,2020,2020-09-20,21st Singha Thailand Masters,7919,no,no
euro,2020,2020-09-13,Portugal Masters,2020090,no,no
kft,2020,2020-09-13,Evans Scholars Invitational,131,no,no
champ,2020,2020-09-13,Sanford International,23,no,no
pgt,2020,2020-09-13,Haugschlag NÖ Open by perfect eagle,7906,no,no
kor,2020,2020-09-13,The 36th Shinhan Donghae Open,7907,no,no
alp,2020,2020-09-13,Open de la Mirabelle d'Or,7905,no,no
pga,2020,2020-09-13,Safeway Open,464,yes,yes
can,2020,2020-09-11,Canada Life Series Championship at TPC Toronto,58,no,no
pga,2020,2020-09-07,TOUR Championship,60,yes,yes
pgt,2020,2020-09-06,Schladming Dachstein Open 2020 powered by EURAM BANK,7898,no,no
jpn,2020,2020-09-06,Fujisankei Classic,7895,no,no
ngl,2020,2020-09-06,TanumStrand Fjällbacka Open,7897,no,no
kft,2020,2020-09-06,Lincoln Land Championship presented by LRS,122,no,no
alp,2020,2020-09-06,Cervino Alps Open,7896,no,no
euro,2020,2020-09-06,Estrella Damm N.A. Andalucia Masters ,2020038,no,no
afr,2020,2020-09-06,Titleist Championship,7901,no,no
cha,2020,2020-09-06,Northern Ireland Open supported by The R&A,2020300,no,no
can,2020,2020-09-04,Canada Life Series at TPC Toronto: Heathlands Course,57,no,no
sam,2020,2020-09-03,The Invitational at Auburn University Club,47,no,no
kor,2020,2020-08-30,HAZZYS Golf KPGA Open with Ildong Lakes Golf Club,7887,no,no
kft,2020,2020-08-30,Korn Ferry Tour Championship presented by United Leasing & Finance,45,no,no
afr,2020,2020-08-30,The African Bank Sunshine Tour Championship,7884,no,no
ngl,2020,2020-08-30,V Sport Golf Challenge at PGA Sweden National,7885,no,no
pgt,2020,2020-08-30,ALTEPRO Trophy by EXTEC,7886,no,no
euro,2020,2020-08-30,ISPS HANDA UK Championship,2020011,no,no
pga,2020,2020-08-30,BMW Championship,28,yes,yes
sam,2020,2020-08-28,The Classic at Callaway Gardens,46,no,no
champ,2020,2020-08-26,Charles Schwab Series at Ozarks National,25,no,no
ngl,2020,2020-08-23,Esbjerg Open Presented by Total,7878,no,no
euro,2020,2020-08-23,ISPS HANDA Wales Open,2020009,no,no
pgt,2020,2020-08-23,Starnberg Open,7877,no,no
kor,2020,2020-08-23,The 39th GS Caltex Maekyung Open Golf Championship,7888,no,no
pga,2020,2020-08-23,THE NORTHERN TRUST,27,yes,yes
kft,2020,2020-08-23,Nationwide Children's Hospital Championship,94,no,no
afr,2020,2020-08-23,Betway Championship,7876,no,no
champ,2020,2020-08-21,Charles Schwab Series at Bass Pro Shops Big Cedar Lodge,24,no,no
can,2020,2020-08-19,Canada Life Series at Bear Mountain: Valley Course,56,no,no
kft,2020,2020-08-16,Albertsons Boise Open presented by Kraft Nabisco,27,no,no
ngl,2020,2020-08-16,Landeryd Masters by LiveCaddie,7870,no,no
atgt,2020,2020-08-16,Singha Pattaya Open,7871,no,no
euro,2020,2020-08-16,Celtic Classic,2020007,no,no
alp,2020,2020-08-16,Gosser Open,7869,no,no
pga,2020,2020-08-16,Wyndham Championship,13,yes,yes
champ,2020,2020-08-16,Bridgestone SENIOR PLAYERS Championship,507,no,no
sam,2020,2020-08-13,The Championship at Echelon Golf Club,45,no,no
can,2020,2020-08-12,Canada Life Series at Bear Mountain: Mountain Course,55,no,no
pga,2020,2020-08-09,PGA Championship,33,yes,yes
kft,2020,2020-08-09,WinCo Foods Portland Open presented by KraftHeinz,111,no,no
kor,2020,2020-08-09,63rd KPGA Championship with A-ONE CC,7861,no,no
euro,2020,2020-08-09,English Championship,2020005,no,no
pgt,2020,2020-08-09,Raiffeisen Pro Golf Tour St. Polten,7860,no,no
sam,2020,2020-08-07,Alpharetta Classic,44,no,no
pga,2020,2020-08-02,Barracuda Championship,472,no,basic
pga,2020,2020-08-02,World Golf Championships-FedEx St. Jude Invitational,476,yes,yes
ngl,2020,2020-08-02,PGA Championship Braviken Open,7850,no,no
champ,2020,2020-08-02,The Ally Challenge,22,no,no
euro,2020,2020-08-02,Hero Open,2020004,no,no
kft,2020,2020-08-02,Pinnacle Bank Championship presented by Aetna,123,no,no
pgt,2020,2020-08-02,Gradi Polish Open by Emeralld,7848,no,no
kft,2020,2020-07-26,Price Cutter Charity Championship presented by Dr Pepper,22,no,no
pga,2020,2020-07-26,3M Open,525,yes,yes
ngl,2020,2020-07-26,Stockholm Trophy by Folksam,7843,no,no
euro,2020,2020-07-25,Betfred British Masters hosted by Lee Westwood,2020066,no,no
ngl,2020,2020-07-19,Barseback Resort Masters,7838,no,no
pga,2020,2020-07-19,the Memorial Tournament presented by Nationwide,23,yes,yes
kft,2020,2020-07-18,TPC San Antonio Championship at the Oaks,141,no,no
euro,2020,2020-07-18,Euram Bank Open,2020732,no,no
atgt,2020,2020-07-12,Thongchai Jaidee Foundation,7832,no,no
kft,2020,2020-07-12,TPC San Antonio Challenge at the Canyons,140,no,no
euro,2020,2020-07-12,Austrian Open,2020731,no,no
pga,2020,2020-07-12,Workday Charity Open,533,yes,yes
kor,2020,2020-07-12,KPGA Gunsan CC Open,7833,no,no
kor,2020,2020-07-05,Woosung Construction Aramir CC Busan Gyeongnam Open,7827,no,no
ngl,2020,2020-07-05,Katrineholm Open hosted by Robert Karlsson,7828,no,no
pga,2020,2020-07-05,Rocket Mortgage Classic,524,yes,yes
kft,2020,2020-07-04,TPC Colorado Championship at Heron Lakes,130,no,no
kft,2020,2020-06-28,Utah Championship presented by Zions Bank,26,no,no
pga,2020,2020-06-28,Travelers Championship,34,yes,yes
pga,2020,2020-06-21,RBC Heritage,12,yes,yes
kft,2020,2020-06-20,The King & Bear Classic at World Golf Village,139,no,no
kft,2020,2020-06-14,Korn Ferry Challenge at TPC Sawgrass,138,no,no
pga,2020,2020-06-14,Charles Schwab Challenge,21,yes,yes
other,2020,2020-05-21,Maridoe Samaritan Fund Invitational 2.0,0,no,no
pgti,2020,2020-03-15,Bengal Open Golf Championship,7818,no,no
pga,2020,2020-03-15,THE PLAYERS Championship,11,yes,basic
pgt,2020,2020-03-15,Open Bahia Golf Beach,7817,no,no
ngl,2020,2020-03-15,PGA Catalunya Resort Championship,7816,no,no
pgt,2020,2020-03-08,Open Royal Golf Anfa Mohammedia,7812,no,no
asa,2020,2020-03-08,Bandar Malaysia Open,7810,no,no
mgt,2020,2020-03-08,Journey to Jordan 2 - Ayla,7813,no,no
champ,2020,2020-03-08,Hoag Classic,573,no,no
ngl,2020,2020-03-08,Spanish Masters - Powered by DAT,7814,no,no
euro,2020,2020-03-08,Commercial Bank Qatar Masters,2020022,no,no
pga,2020,2020-03-08,Arnold Palmer Invitational presented by Mastercard,9,yes,yes
sam,2020,2020-03-08,Estrella del Mar Open,21,no,no
alp,2020,2020-03-01,Red Sea Little Venice Open,7803,no,no
ngl,2020,2020-03-01,Lumine Lakes Open,7805,no,no
asa,2020,2020-03-01,New Zealand Open presented by Sky Sport,7801,no,no
euro,2020,2020-03-01,Oman Open,2020020,no,no
champ,2020,2020-03-01,Cologuard Classic,18,no,no
mgt,2020,2020-03-01,Royal Golf Club Bahrain Open,7806,no,no
ngl,2020,2020-03-01,Lumine Hills Open,7804,no,no
pga,2020,2020-03-01,The Honda Classic,10,yes,yes
kft,2020,2020-03-01,El Bosque Mexico Championship by INNOVA,95,no,no
afr,2020,2020-02-23,Tour Championship,7795,no,no
pgt,2020,2020-02-23,Open Casa Green Golf,7797,no,no
pga,2020,2020-02-23,World Golf Championships-Mexico Championship,473,yes,yes
mgt,2020,2020-02-23,The Ghala Open,7798,no,no
alp,2020,2020-02-23,Ein Bay Open,7796,no,no
pga,2020,2020-02-23,Puerto Rico Open,483,no,basic
anz,2020,2020-02-23,Isuzu Queensland Open,7793,no,no
pgti,2020,2020-02-16,Tata Steel PGTI Players Championship presented by Eagleton - The Golf Resort,7791,no,no
kft,2020,2020-02-16,LECOM Suncoast Classic,129,no,no
mgt,2020,2020-02-16,NEWGIZA Open,7790,no,no
cha,2020,2020-02-16,Dimension Data Pro-Am,2020710,no,no
pga,2020,2020-02-16,The Genesis Invitational,7,yes,yes
pgt,2020,2020-02-16,Open Palmeraie Country Club,7789,no,no
champ,2020,2020-02-16,Chubb Classic,552,no,no
anz,2020,2020-02-16,Coca-Cola QLD PGA Championship,7788,no,no
pga,2020,2020-02-09,AT&T Pebble Beach Pro-Am,5,partial,partial
cha,2020,2020-02-09,RAM Cape Town Open,2020708,no,no
mgt,2020,2020-02-09,Journey to Jordan 1 - Ayla,7783,no,no
euro,2020,2020-02-09,ISPS Handa Vic Open,2020014,no,no
